Fecha,Estado,Ventas
2023-03-01,Aguascalientes,862.8
2023-03-01,Baja California,89486.76
2023-03-01,Baja California,3431.28
2023-03-01,Baja California,567135.64
2023-03-01,Baja California Sur,7419.52
2023-03-01,Baja California Sur,0.0
2023-03-01,Campeche,4759.3
2023-03-01,Chiapas,118368.19
2023-03-01,Chihuahua,333308.47
2023-03-01,Chihuahua,750.57
2023-03-01,Coahuila,0.0
2023-03-01,Coahuila,2629.26
2023-03-01,Coahuila,32139.36
2023-03-01,Coahuila,114650.97
2023-03-01,Colima,6316.84
2023-03-01,Durango,3787.71
2023-03-01,Durango,25951.8
2023-03-01,Guanajuato,9885.96
2023-03-01,Guanajuato,11370.9
2023-03-01,Guanajuato,339323.74
2023-03-01,Guanajuato,862.8
2023-03-01,Guerrero,4887.24
2023-03-01,Hidalgo,3258.16
2023-03-01,Jalisco,2588.4
2023-03-01,Jalisco,607194.39
2023-03-01,Jalisco,5258.52
2023-03-01,Jalisco,7887.78
2023-03-01,Jalisco,13804.8
2023-03-01,Jalisco,28472.4
2023-03-01,Jalisco,0.0
2023-03-01,Jalisco,41247.84
2023-03-01,Mexico City,8140551.99
2023-03-01,Mexico City,197760.58
2023-03-01,Mexico City,26784.06
2023-03-01,Mexico City,849005.02
2023-03-01,Mexico City,215219.15
2023-03-01,Mexico City,0.0
2023-03-01,Mexico City,57391.55
2023-03-01,Mexico City,893500.98
2023-03-01,Mexico City,25977.6
2023-03-01,Mexico City,0.0
2023-03-01,Mexico State,7356.95
2023-03-01,Mexico State,750.57
2023-03-01,Mexico State,7920.0
2023-03-01,Mexico State,0.0
2023-03-01,Mexico State,85421.18
2023-03-01,Mexico State,0.0
2023-03-01,Mexico State,0.0
2023-03-01,Mexico State,0.0
2023-03-01,Mexico State,0.0
2023-03-01,Mexico State,0.0
2023-03-01,Mexico State,9714.78
2023-03-01,Mexico State,750.57
2023-03-01,Michoacan,53193.8
2023-03-01,Michoacan,2287.52
2023-03-01,Michoacan,12942.0
2023-03-01,Michoacan,1725.6
2023-03-01,Michoacan,16012.64
2023-03-01,Nayarit,30829.96
2023-03-01,Nuevo Leon,0.0
2023-03-01,Nuevo Leon,0.0
2023-03-01,Nuevo Leon,37658.14
2023-03-01,Nuevo Leon,445245.96
2023-03-01,Nuevo Leon,89098.72
2023-03-01,Nuevo Leon,216363.14
2023-03-01,Puebla,54331.63
2023-03-01,Puebla,137003.63
2023-03-01,Queretaro,116379.38
2023-03-01,Quintana Roo,64879.5
2023-03-01,Quintana Roo,14297.0
2023-03-01,San Luis Potosi,412931.58
2023-03-01,Sinaloa,5258.52
2023-03-01,Sinaloa,18938.55
2023-03-01,Sinaloa,0.0
2023-03-01,Sonora,0.0
2023-03-01,Sonora,3073.0
2023-03-01,Sonora,1725.6
2023-03-01,Tabasco,188563.32
2023-03-01,Tamaulipas,0.0
2023-03-01,Tamaulipas,0.0
2023-03-01,Tamaulipas,1600.0
2023-03-01,Tamaulipas,1848.66
2023-03-01,Veracruz,5248.06
2023-03-01,Veracruz,8089.0
2023-03-01,Yucatan,10111.2
2023-03-01,Zacatecas,22059.09
2023-03-01,Baja California,1629.08
2023-03-01,Baja California,627638.7
2023-03-01,Chihuahua,8754.27
2023-03-01,Chihuahua,750.57
2023-03-01,Coahuila,85505.18
2023-03-01,Coahuila,24428.0
2023-03-01,Guerrero,0.0
2023-03-01,Mexico City,0.0
2023-03-01,Mexico City,565703.7
2023-03-01,Mexico City,40528.0
2023-03-01,Mexico City,18205.49
2023-03-01,Mexico City,15258.52
2023-03-01,Mexico City,750.57
2023-03-01,Mexico State,45372.2
2023-03-01,Mexico State,60550.5
2023-03-01,Mexico State,4368.45
2023-03-01,Nuevo Leon,45870.47
2023-03-01,Nuevo Leon,31346.64
2023-03-01,Puebla,22286.78
2023-03-01,San Luis Potosi,300988.12
2023-03-01,Veracruz,2291.7
2023-03-01,Yucatan,0.0
2023-03-01,Aguascalientes,227580.3
2023-03-01,Aguascalientes,0.0
2023-03-01,Baja California,372763.66
2023-03-01,Baja California,589806.29
2023-03-01,Baja California,15150.84
2023-03-01,Baja California,22726.26
2023-03-01,Baja California,2161201.33
2023-03-01,Baja California Sur,44648.78
2023-03-01,Baja California Sur,7575.42
2023-03-01,Baja California Sur,750.57
2023-03-01,Campeche,28113.5
2023-03-01,Chiapas,0.0
2023-03-01,Chiapas,454815.64
2023-03-01,Chiapas,87317.35
2023-03-01,Chihuahua,364249.38
2023-03-01,Chihuahua,0.0
2023-03-01,Chihuahua,1504487.7
2023-03-01,Coahuila,0.0
2023-03-01,Coahuila,0.0
2023-03-01,Coahuila,103362.15
2023-03-01,Coahuila,34193.78
2023-03-01,Coahuila,0.0
2023-03-01,Coahuila,291262.31
2023-03-01,Coahuila,543721.39
2023-03-01,Colima,28812.93
2023-03-01,Durango,497442.5
2023-03-01,Durango,397380.8
2023-03-01,Guanajuato,27807.06
2023-03-01,Guanajuato,3100.36
2023-03-01,Guanajuato,77468.94
2023-03-01,Guanajuato,228958.01
2023-03-01,Guanajuato,0.0
2023-03-01,Guanajuato,7575.42
2023-03-01,Guanajuato,750.57
2023-03-01,Guerrero,83505.1
2023-03-01,Guerrero,0.0
2023-03-01,Hidalgo,1450.36
2023-03-01,Hidalgo,253390.32
2023-03-01,Hidalgo,3787.71
2023-03-01,Hidalgo,0.0
2023-03-01,Hidalgo,0.0
2023-03-01,Hidalgo,8624.27
2023-03-01,Jalisco,1643612.27
2023-03-01,Jalisco,10132.0
2023-03-01,Jalisco,33491.55
2023-03-01,Jalisco,6307.75
2023-03-01,Jalisco,67159.18
2023-03-01,Jalisco,0.0
2023-03-01,Jalisco,210091.23
2023-03-01,Mexico City,94369.81
2023-03-01,Mexico City,32056.59
2023-03-01,Mexico City,251757.93
2023-03-01,Mexico City,15801863.61
2023-03-01,Mexico City,247573.26
2023-03-01,Mexico City,1648969.31
2023-03-01,Mexico City,136162.1
2023-03-01,Mexico City,2130.89
2023-03-01,Mexico City,145293.19
2023-03-01,Mexico City,229081.68
2023-03-01,Mexico City,1053783.0
2023-03-01,Mexico City,0.0
2023-03-01,Mexico City,425057.45
2023-03-01,Mexico City,78493.32
2023-03-01,Mexico City,14761.02
2023-03-01,Mexico State,915142.07
2023-03-01,Mexico State,43356.96
2023-03-01,Mexico State,50690.59
2023-03-01,Mexico State,1297.59
2023-03-01,Mexico State,1450.36
2023-03-01,Mexico State,862.8
2023-03-01,Mexico State,65596.02
2023-03-01,Mexico State,7710.38
2023-03-01,Mexico State,75754.2
2023-03-01,Mexico State,55116.98
2023-03-01,Mexico State,18938.55
2023-03-01,Mexico State,1297.59
2023-03-01,Mexico State,3164.72
2023-03-01,Mexico State,37877.1
2023-03-01,Mexico State,554264.33
2023-03-01,Mexico State,390173.31
2023-03-01,Mexico State,750.57
2023-03-01,Mexico State,250566.6
2023-03-01,Mexico State,0.0
2023-03-01,Michoacan,906380.19
2023-03-01,Michoacan,0.0
2023-03-01,Michoacan,93543.29
2023-03-01,Michoacan,3416.75
2023-03-01,Michoacan,18585.45
2023-03-01,Morelos,0.0
2023-03-01,Morelos,368338.13
2023-03-01,Morelos,18829.07
2023-03-01,Morelos,0.0
2023-03-01,Nayarit,39908.23
2023-03-01,Nuevo Leon,8128.27
2023-03-01,Nuevo Leon,33413.84
2023-03-01,Nuevo Leon,9465.14
2023-03-01,Nuevo Leon,48775.96
2023-03-01,Nuevo Leon,16843.32
2023-03-01,Nuevo Leon,116191.85
2023-03-01,Nuevo Leon,188144.35
2023-03-01,Nuevo Leon,665576.5
2023-03-01,Nuevo Leon,12841.3
2023-03-01,Nuevo Leon,2640.0
2023-03-01,Nuevo Leon,2651972.58
2023-03-01,Nuevo Leon,134491.31
2023-03-01,Nuevo Leon,1958.13
2023-03-01,Nuevo Leon,319337.95
2023-03-01,Nuevo Leon,1320092.68
2023-03-01,Nuevo Leon,65886.13
2023-03-01,Oaxaca,0.0
2023-03-01,Oaxaca,287351.21
2023-03-01,Oaxaca,0.0
2023-03-01,Puebla,0.0
2023-03-01,Puebla,630190.73
2023-03-01,Puebla,473626.88
2023-03-01,Puebla,0.0
2023-03-01,Puebla,1030339.71
2023-03-01,Puebla,38530.82
2023-03-01,Puebla,1799.69
2023-03-01,Queretaro,3451.2
2023-03-01,Queretaro,1058949.76
2023-03-01,Queretaro,1949.34
2023-03-01,Quintana Roo,1001691.62
2023-03-01,Quintana Roo,103268.23
2023-03-01,San Luis Potosi,116732.76
2023-03-01,San Luis Potosi,0.0
2023-03-01,San Luis Potosi,572626.48
2023-03-01,Sinaloa,585334.83
2023-03-01,Sinaloa,0.0
2023-03-01,Sinaloa,20671.45
2023-03-01,Sinaloa,451221.94
2023-03-01,Sonora,23387.95
2023-03-01,Sonora,607930.38
2023-03-01,Sonora,3907.58
2023-03-01,Sonora,23670.57
2023-03-01,Sonora,72118.69
2023-03-01,Sonora,57045.37
2023-03-01,Tabasco,0.0
2023-03-01,Tabasco,542300.02
2023-03-01,Tamaulipas,2629.26
2023-03-01,Tamaulipas,5980.33
2023-03-01,Tamaulipas,91929.28
2023-03-01,Tamaulipas,56933.33
2023-03-01,Tamaulipas,0.0
2023-03-01,Tamaulipas,28655.52
2023-03-01,Tamaulipas,1879.17
2023-03-01,Tamaulipas,570126.09
2023-03-01,Tamaulipas,216033.56
2023-03-01,Tlaxcala,94145.35
2023-03-01,Tlaxcala,54033.2
2023-03-01,Tlaxcala,34030.16
2023-03-01,Tlaxcala,0.0
2023-03-01,Veracruz,79372.57
2023-03-01,Veracruz,0.0
2023-03-01,Veracruz,102898.8
2023-03-01,Veracruz,94145.35
2023-03-01,Veracruz,216673.71
2023-03-01,Yucatan,1059660.49
2023-03-01,Zacatecas,55583.8
2023-03-01,Zacatecas,23353.92
2023-03-01,Aguascalientes,70795.64
2023-03-01,Aguascalientes,3002.28
2023-03-01,Aguascalientes,1629.08
2023-03-01,Aguascalientes,4008.73
2023-03-01,Aguascalientes,750.57
2023-03-01,Baja California,5253.99
2023-03-01,Baja California,750.57
2023-03-01,Baja California,88057.85
2023-03-01,Baja California,0.0
2023-03-01,Baja California,750.57
2023-03-01,Baja California,1629.08
2023-03-01,Baja California,251287.12
2023-03-01,Baja California,0.0
2023-03-01,Baja California Sur,1278.5700000000002
2023-03-01,Baja California Sur,750.57
2023-03-01,Baja California Sur,9262.72
2023-03-01,Baja California Sur,3752.85
2023-03-01,Baja California Sur,3258.16
2023-03-01,Baja California Sur,1501.14
2023-03-01,Campeche,54731.95
2023-03-01,Campeche,1501.14
2023-03-01,Campeche,3130.2200000000003
2023-03-01,Campeche,0.0
2023-03-01,Campeche,1501.14
2023-03-01,Chiapas,1629.08
2023-03-01,Chiapas,2379.65
2023-03-01,Chiapas,750.57
2023-03-01,Chiapas,33570.979999999996
2023-03-01,Chiapas,0.0
2023-03-01,Chiapas,1322.45
2023-03-01,Chiapas,0.0
2023-03-01,Chiapas,750.57
2023-03-01,Chiapas,2379.65
2023-03-01,Chiapas,750.57
2023-03-01,Chiapas,1501.14
2023-03-01,Chiapas,0.0
2023-03-01,Chiapas,1629.08
2023-03-01,Chiapas,4008.73
2023-03-01,Chiapas,15779.04
2023-03-01,Chiapas,2379.65
2023-03-01,Chiapas,56764.41
2023-03-01,Chiapas,750.57
2023-03-01,Chiapas,4759.299999999999
2023-03-01,Chihuahua,102018.84
2023-03-01,Chihuahua,5452.65
2023-03-01,Chihuahua,5381.93
2023-03-01,Chihuahua,79330.45999999999
2023-03-01,Chihuahua,2251.71
2023-03-01,Chihuahua,9518.6
2023-03-01,Chihuahua,4631.36
2023-03-01,Coahuila,750.57
2023-03-01,Coahuila,1629.08
2023-03-01,Coahuila,750.57
2023-03-01,Coahuila,0.0
2023-03-01,Coahuila,1629.08
2023-03-01,Coahuila,22381.04
2023-03-01,Coahuila,30215.65
2023-03-01,Colima,13236.51
2023-03-01,Colima,14443.14
2023-03-01,Colima,0.0
2023-03-01,Durango,28484.78
2023-03-01,Durango,6516.32
2023-03-01,Durango,5509.87
2023-03-01,Durango,6516.32
2023-03-01,Durango,0.0
2023-03-01,Guanajuato,750.57
2023-03-01,Guanajuato,750.57
2023-03-01,Guanajuato,750.57
2023-03-01,Guanajuato,4008.73
2023-03-01,Guanajuato,50190.79
2023-03-01,Guanajuato,0.0
2023-03-01,Guanajuato,1629.08
2023-03-01,Guanajuato,750.57
2023-03-01,Guanajuato,0.0
2023-03-01,Guanajuato,79353.26
2023-03-01,Guanajuato,0.0
2023-03-01,Guanajuato,108437.29999999999
2023-03-01,Guanajuato,8768.03
2023-03-01,Guanajuato,7266.889999999999
2023-03-01,Guanajuato,28752.46
2023-03-01,Guanajuato,28299.92
2023-03-01,Guanajuato,4008.73
2023-03-01,Guanajuato,0.0
2023-03-01,Guanajuato,7761.58
2023-03-01,Guanajuato,750.57
2023-03-01,Guanajuato,1629.08
2023-03-01,Guanajuato,1501.14
2023-03-01,Guanajuato,4631.360000000001
2023-03-01,Guanajuato,2379.65
2023-03-01,Guanajuato,9518.599999999999
2023-03-01,Guanajuato,2379.65
2023-03-01,Guanajuato,6883.07
2023-03-01,Guerrero,55564.07000000001
2023-03-01,Guerrero,862.8
2023-03-01,Guerrero,1501.14
2023-03-01,Guerrero,15747.62
2023-03-01,Guerrero,2251.71
2023-03-01,Guerrero,1629.08
2023-03-01,Guerrero,750.57
2023-03-01,Guerrero,12203.52
2023-03-01,Guerrero,44706.57
2023-03-01,Guerrero,0.0
2023-03-01,Guerrero,5702.91
2023-03-01,Guerrero,23896.64
2023-03-01,Guerrero,3451.2
2023-03-01,Guerrero,0.0
2023-03-01,Guerrero,0.0
2023-03-01,Guerrero,750.57
2023-03-01,Guerrero,0.0
2023-03-01,Guerrero,0.0
2023-03-01,Hidalgo,0.0
2023-03-01,Hidalgo,750.57
2023-03-01,Hidalgo,1629.08
2023-03-01,Hidalgo,1629.08
2023-03-01,Hidalgo,1629.08
2023-03-01,Hidalgo,750.57
2023-03-01,Hidalgo,750.57
2023-03-01,Hidalgo,81317.97
2023-03-01,Hidalgo,3130.22
2023-03-01,Hidalgo,750.57
2023-03-01,Hidalgo,1501.14
2023-03-01,Hidalgo,0.0
2023-03-01,Hidalgo,5637.8099999999995
2023-03-01,Hidalgo,11147.68
2023-03-01,Hidalgo,6132.5
2023-03-01,Jalisco,1725.6
2023-03-01,Jalisco,1629.08
2023-03-01,Jalisco,0.0
2023-03-01,Jalisco,1629.08
2023-03-01,Jalisco,0.0
2023-03-01,Jalisco,6388.38
2023-03-01,Jalisco,0.0
2023-03-01,Jalisco,28683.739999999998
2023-03-01,Jalisco,6516.32
2023-03-01,Jalisco,1629.08
2023-03-01,Jalisco,0.0
2023-03-01,Jalisco,298023.16000000003
2023-03-01,Jalisco,2379.65
2023-03-01,Jalisco,862.8
2023-03-01,Jalisco,1629.08
2023-03-01,Jalisco,0.0
2023-03-01,Jalisco,2491.88
2023-03-01,Jalisco,1725.6
2023-03-01,Jalisco,19090.21
2023-03-01,Jalisco,20208.89
2023-03-01,Jalisco,4887.24
2023-03-01,Jalisco,1629.08
2023-03-01,Jalisco,0.0
2023-03-01,Jalisco,3338.97
2023-03-01,Jalisco,2588.4
2023-03-01,Jalisco,0.0
2023-03-01,Jalisco,41716.38
2023-03-01,Jalisco,3451.2
2023-03-01,Jalisco,3258.16
2023-03-01,Jalisco,4008.73
2023-03-01,Jalisco,7107.53
2023-03-01,Jalisco,2379.65
2023-03-01,Jalisco,58983.11
2023-03-01,Jalisco,5509.87
2023-03-01,Jalisco,8976.78
2023-03-01,Mexico City,76352.74
2023-03-01,Mexico City,33958.6
2023-03-01,Mexico City,650732.25
2023-03-01,Mexico City,73956.67000000001
2023-03-01,Mexico City,255484.02
2023-03-01,Mexico City,422686.22
2023-03-01,Mexico City,90774.68000000001
2023-03-01,Mexico City,4008.73
2023-03-01,Mexico City,116670.18000000001
2023-03-01,Mexico City,14149.96
2023-03-01,Mexico City,176374.83000000002
2023-03-01,Mexico City,9425.52
2023-03-01,Mexico City,105021.56
2023-03-01,Mexico City,35200.06
2023-03-01,Mexico City,27310.54
2023-03-01,Mexico State,1629.08
2023-03-01,Mexico State,7889.52
2023-03-01,Mexico State,162288.53
2023-03-01,Mexico State,4503.42
2023-03-01,Mexico State,750.57
2023-03-01,Mexico State,6388.38
2023-03-01,Mexico State,2379.65
2023-03-01,Mexico State,23508.84
2023-03-01,Mexico State,41955.19
2023-03-01,Mexico State,14277.9
2023-03-01,Mexico State,750.57
2023-03-01,Mexico State,1629.08
2023-03-01,Mexico State,27384.06
2023-03-01,Mexico State,56361.03
2023-03-01,Mexico State,1629.08
2023-03-01,Mexico State,96521.28
2023-03-01,Mexico State,3130.22
2023-03-01,Mexico State,5509.87
2023-03-01,Mexico State,1501.14
2023-03-01,Mexico State,0.0
2023-03-01,Mexico State,862.8
2023-03-01,Mexico State,52891.9
2023-03-01,Mexico State,58017.09
2023-03-01,Mexico State,750.57
2023-03-01,Mexico State,1629.08
2023-03-01,Mexico State,14869.109999999999
2023-03-01,Mexico State,0.0
2023-03-01,Mexico State,6132.5
2023-03-01,Mexico State,1501.14
2023-03-01,Mexico State,4887.24
2023-03-01,Mexico State,35345.79
2023-03-01,Mexico State,5718.62
2023-03-01,Mexico State,1629.08
2023-03-01,Mexico State,750.57
2023-03-01,Mexico State,1629.08
2023-03-01,Mexico State,14022.02
2023-03-01,Mexico State,29597.11
2023-03-01,Mexico State,118498.46
2023-03-01,Mexico State,4503.42
2023-03-01,Mexico State,750.57
2023-03-01,Mexico State,1501.14
2023-03-01,Mexico State,5637.8099999999995
2023-03-01,Mexico State,3752.85
2023-03-01,Mexico State,0.0
2023-03-01,Michoacan,1725.6
2023-03-01,Michoacan,0.0
2023-03-01,Michoacan,0.0
2023-03-01,Michoacan,0.0
2023-03-01,Michoacan,0.0
2023-03-01,Michoacan,0.0
2023-03-01,Michoacan,862.8
2023-03-01,Michoacan,13527.33
2023-03-01,Michoacan,6260.4400000000005
2023-03-01,Michoacan,0.0
2023-03-01,Michoacan,3865.08
2023-03-01,Michoacan,105482.88
2023-03-01,Michoacan,0.0
2023-03-01,Michoacan,4887.24
2023-03-01,Michoacan,5176.8
2023-03-01,Michoacan,0.0
2023-03-01,Michoacan,23912.350000000002
2023-03-01,Michoacan,4887.24
2023-03-01,Michoacan,3258.16
2023-03-01,Michoacan,23837.42
2023-03-01,Michoacan,750.57
2023-03-01,Michoacan,1501.14
2023-03-01,Michoacan,43665.28
2023-03-01,Michoacan,2379.65
2023-03-01,Michoacan,3258.16
2023-03-01,Michoacan,40200.43
2023-03-01,Michoacan,0.0
2023-03-01,Michoacan,16482.48
2023-03-01,Morelos,46030.380000000005
2023-03-01,Morelos,30634.379999999997
2023-03-01,Morelos,0.0
2023-03-01,Morelos,4759.3
2023-03-01,Morelos,0.0
2023-03-01,Morelos,16253.11
2023-03-01,Morelos,3354.68
2023-03-01,Morelos,4105.25
2023-03-01,Morelos,750.57
2023-03-01,Nayarit,750.57
2023-03-01,Nayarit,8515.77
2023-03-01,Nayarit,6709.36
2023-03-01,Nayarit,1613.37
2023-03-01,Nayarit,750.57
2023-03-01,Nayarit,20258.28
2023-03-01,Nayarit,1501.14
2023-03-01,Nayarit,1613.37
2023-03-01,Nayarit,0.0
2023-03-01,Nayarit,42401.1
2023-03-01,Nayarit,0.0
2023-03-01,Nuevo Leon,6260.44
2023-03-01,Nuevo Leon,750.57
2023-03-01,Nuevo Leon,2379.65
2023-03-01,Nuevo Leon,14069.630000000001
2023-03-01,Nuevo Leon,1629.08
2023-03-01,Nuevo Leon,6589304.37
2023-03-01,Nuevo Leon,51129.340000000004
2023-03-01,Nuevo Leon,13963.8
2023-03-01,Nuevo Leon,750.57
2023-03-01,Oaxaca,16125.18
2023-03-01,Oaxaca,11770.31
2023-03-01,Oaxaca,0.0
2023-03-01,Oaxaca,0.0
2023-03-01,Oaxaca,4503.42
2023-03-01,Oaxaca,0.0
2023-03-01,Oaxaca,73644.58
2023-03-01,Oaxaca,3354.6800000000003
2023-03-01,Oaxaca,750.57
2023-03-01,Oaxaca,6132.5
2023-03-01,Oaxaca,7123.240000000001
2023-03-01,Oaxaca,3130.2200000000003
2023-03-01,Oaxaca,1629.08
2023-03-01,Oaxaca,750.57
2023-03-01,Oaxaca,6132.5
2023-03-01,Oaxaca,11642.369999999999
2023-03-01,Oaxaca,0.0
2023-03-01,Puebla,5381.93
2023-03-01,Puebla,3002.28
2023-03-01,Puebla,0.0
2023-03-01,Puebla,6388.38
2023-03-01,Puebla,3002.28
2023-03-01,Puebla,3002.28
2023-03-01,Puebla,114564.56999999999
2023-03-01,Puebla,11514.43
2023-03-01,Puebla,11570.34
2023-03-01,Puebla,11275.62
2023-03-01,Puebla,2379.65
2023-03-01,Puebla,1501.14
2023-03-01,Puebla,10732.44
2023-03-01,Puebla,3130.2200000000003
2023-03-01,Puebla,2379.65
2023-03-01,Puebla,2379.65
2023-03-01,Puebla,1501.14
2023-03-01,Queretaro,3258.16
2023-03-01,Queretaro,10067.3
2023-03-01,Queretaro,14740.81
2023-03-01,Queretaro,125390.14
2023-03-01,Queretaro,13397.65
2023-03-01,Queretaro,6388.38
2023-03-01,Queretaro,3130.2200000000003
2023-03-01,Quintana Roo,86833.98999999999
2023-03-01,Quintana Roo,4631.360000000001
2023-03-01,Quintana Roo,1501.14
2023-03-01,Quintana Roo,750.57
2023-03-01,Quintana Roo,12648.82
2023-03-01,Quintana Roo,0.0
2023-03-01,San Luis Potosi,7505.700000000001
2023-03-01,San Luis Potosi,1629.08
2023-03-01,San Luis Potosi,11898.25
2023-03-01,San Luis Potosi,750.57
2023-03-01,San Luis Potosi,3258.16
2023-03-01,San Luis Potosi,83576.6
2023-03-01,San Luis Potosi,4354.86
2023-03-01,San Luis Potosi,0.0
2023-03-01,San Luis Potosi,0.0
2023-03-01,Sinaloa,2491.88
2023-03-01,Sinaloa,82615.18
2023-03-01,Sinaloa,1629.08
2023-03-01,Sinaloa,0.0
2023-03-01,Sinaloa,8976.78
2023-03-01,Sinaloa,6260.44
2023-03-01,Sinaloa,750.57
2023-03-01,Sinaloa,750.57
2023-03-01,Sinaloa,22606.62
2023-03-01,Sinaloa,126882.3
2023-03-01,Sinaloa,3258.16
2023-03-01,Sinaloa,3242.45
2023-03-01,Sinaloa,4887.24
2023-03-01,Sonora,3258.16
2023-03-01,Sonora,3258.16
2023-03-01,Sonora,0.0
2023-03-01,Sonora,24855.489999999998
2023-03-01,Sonora,750.57
2023-03-01,Sonora,46916.39
2023-03-01,Sonora,6260.44
2023-03-01,Sonora,14397.81
2023-03-01,Sonora,0.0
2023-03-01,Sonora,3258.16
2023-03-01,Sonora,2379.65
2023-03-01,Tabasco,0.0
2023-03-01,Tabasco,9457.93
2023-03-01,Tabasco,26022.54
2023-03-01,Tabasco,1840.41
2023-03-01,Tabasco,750.57
2023-03-01,Tabasco,750.57
2023-03-01,Tabasco,6266.120000000001
2023-03-01,Tabasco,1629.08
2023-03-01,Tabasco,5104.25
2023-03-01,Tabasco,7278.25
2023-03-01,Tabasco,6188.41
2023-03-01,Tabasco,2251.71
2023-03-01,Tabasco,750.57
2023-03-01,Tabasco,52636.0
2023-03-01,Tamaulipas,7266.89
2023-03-01,Tamaulipas,4759.3
2023-03-01,Tamaulipas,9841.33
2023-03-01,Tamaulipas,750.57
2023-03-01,Tamaulipas,18653.38
2023-03-01,Tamaulipas,22826.760000000002
2023-03-01,Tamaulipas,750.57
2023-03-01,Tamaulipas,1501.14
2023-03-01,Tamaulipas,58931.159999999996
2023-03-01,Tamaulipas,3823.57
2023-03-01,Tamaulipas,0.0
2023-03-01,Tamaulipas,70629.45
2023-03-01,Tamaulipas,3130.22
2023-03-01,Tlaxcala,10141.23
2023-03-01,Tlaxcala,0.0
2023-03-01,Tlaxcala,0.0
2023-03-01,Tlaxcala,1501.14
2023-03-01,Tlaxcala,3002.28
2023-03-01,Tlaxcala,1629.08
2023-03-01,Veracruz,0.0
2023-03-01,Veracruz,750.57
2023-03-01,Veracruz,750.57
2023-03-01,Veracruz,0.0
2023-03-01,Veracruz,23668.56
2023-03-01,Veracruz,750.57
2023-03-01,Veracruz,3130.22
2023-03-01,Veracruz,38587.46
2023-03-01,Veracruz,45243.17
2023-03-01,Veracruz,1629.08
2023-03-01,Veracruz,2379.65
2023-03-01,Veracruz,0.0
2023-03-01,Veracruz,1501.14
2023-03-01,Veracruz,109021.04000000001
2023-03-01,Veracruz,11258.55
2023-03-01,Veracruz,1501.14
2023-03-01,Veracruz,1629.08
2023-03-01,Veracruz,4503.42
2023-03-01,Veracruz,1629.08
2023-03-01,Veracruz,2379.65
2023-03-01,Veracruz,14405.84
2023-03-01,Veracruz,750.57
2023-03-01,Veracruz,750.57
2023-03-01,Veracruz,3752.8500000000004
2023-03-01,Veracruz,11770.310000000001
2023-03-01,Veracruz,4258.34
2023-03-01,Veracruz,750.57
2023-03-01,Veracruz,4008.73
2023-03-01,Veracruz,20538.34
2023-03-01,Veracruz,3002.28
2023-03-01,Veracruz,1629.08
2023-03-01,Veracruz,1629.08
2023-03-01,Veracruz,750.57
2023-03-01,Veracruz,3258.16
2023-03-01,Veracruz,1501.14
2023-03-01,Veracruz,46252.2
2023-03-01,Yucatan,75795.54999999999
2023-03-01,Yucatan,0.0
2023-03-01,Yucatan,0.0
2023-03-01,Yucatan,4887.24
2023-03-01,Yucatan,3130.22
2023-03-01,Yucatan,0.0
2023-03-01,Yucatan,2379.65
2023-03-01,Zacatecas,750.57
2023-03-01,Zacatecas,4871.53
2023-03-01,Zacatecas,15850.49
2023-03-01,Zacatecas,8628.0
2023-03-01,Zacatecas,3130.22
2023-03-01,Zacatecas,1725.6
2023-03-01,Zacatecas,862.8
2023-03-01,Zacatecas,3752.8500000000004
2023-04-01,Aguascalientes,9490.8
2023-04-01,Baja California,6867.53
2023-04-01,Baja California,0.0
2023-04-01,Baja California,42893.259999999995
2023-04-01,Baja California Sur,0.0
2023-04-01,Campeche,6142.59
2023-04-01,Chiapas,10026.0
2023-04-01,Chiapas,130437.14
2023-04-01,Chihuahua,3023.28
2023-04-01,Chihuahua,0.0
2023-04-01,Chihuahua,253618.0
2023-04-01,Coahuila,0.0
2023-04-01,Coahuila,3985.26
2023-04-01,Coahuila,22316.870000000003
2023-04-01,Coahuila,19452.58
2023-04-01,Colima,0.0
2023-04-01,Durango,3801.21
2023-04-01,Guanajuato,2179.68
2023-04-01,Guanajuato,25698.54
2023-04-01,Guanajuato,306684.27
2023-04-01,Guanajuato,0.0
2023-04-01,Jalisco,810453.9
2023-04-01,Jalisco,4314.0
2023-04-01,Jalisco,2588.4
2023-04-01,Jalisco,2588.4
2023-04-01,Jalisco,0.0
2023-04-01,Jalisco,125986.43000000001
2023-04-01,Mexico City,982113.12
2023-04-01,Mexico City,325760.92
2023-04-01,Mexico City,39280.189999999995
2023-04-01,Mexico City,643342.2499999999
2023-04-01,Mexico City,51281.77
2023-04-01,Mexico City,0.0
2023-04-01,Mexico City,8989.5
2023-04-01,Mexico City,403249.63
2023-04-01,Mexico City,275777.3
2023-04-01,Mexico City,0.0
2023-04-01,Mexico State,9217.029999999999
2023-04-01,Mexico State,2297.7200000000003
2023-04-01,Mexico State,6430.0
2023-04-01,Mexico State,0.0
2023-04-01,Mexico State,62137.10999999999
2023-04-01,Mexico State,0.0
2023-04-01,Mexico State,1390.8
2023-04-01,Mexico State,0.0
2023-04-01,Mexico State,21350.38
2023-04-01,Mexico State,750.57
2023-04-01,Michoacan,51110.130000000005
2023-04-01,Michoacan,2529.13
2023-04-01,Michoacan,9490.8
2023-04-01,Michoacan,4575.83
2023-04-01,Morelos,156166.8
2023-04-01,Nayarit,53238.61
